slope_angle,slope_height,slope_curvature,joint_density,crack_length,vegetation_cover,displacement_mm,strain_micro,pore_pressure_kPa,rainfall_mm,temperature_C,vibration_mmps
55.320869859502686,23.941874056517698,convex,0.1388259880855345,12.521439559749828,28.576646602164708,1.7270902574579985,168.0238053588322,161.52631673038346,142.83780849576382,37.83050318646334,1.5491788154575097
58.035935626388905,35.178455223738595,concave,0.2695265027209271,12.171807306564954,23.661548475668344,0.3023792516244483,280.80850143555983,195.8508101194256,70.09881504197888,26.65353222958072,0.889209011787591
62.20911676105206,20.73422897516567,convex,0.6010737011271279,11.122426180226013,20.341842109612205,6.544744466317358,141.9615405117685,176.73306796828444,15.17915034489321,22.55718477870724,0.6476583902439663
51.10551506889748,51.316944570302894,concave,0.1316174295482344,18.513167880762254,26.606792793586685,3.5925474972034763,344.5488899658144,132.78199554315302,26.288773611948013,29.85603311867291,1.8489860424699285
68.99535551716586,36.20788570301319,convex,0.2301664686005633,4.376315481001125,13.632073768161044,3.986194139240793,54.78806075785449,192.96189417229715,48.99795237329055,30.08037446546913,1.5233811689484436
69.7188372749424,24.67515042363756,convex,0.4425471877853096,12.922288656162529,25.44710032762409,8.13741482871899,150.1657898675932,46.921299739868616,62.85456238277638,22.00363631490291,1.3103786297262183
57.43565470184156,40.18957901521407,straight,0.6758593985818978,18.86416298200116,24.9041329331632,0.0970596040212878,90.08775923599478,175.75485112690498,189.0103252631896,32.30933606401262,1.1024418213658098
70.41790677840058,32.676165508824994,straight,0.6860968915893408,17.78209859704481,4.773628286158667,4.305307097370771,140.53839797241704,107.09928392547008,145.30813833737324,23.09472322012456,0.2158112167563977
67.50203907168803,36.0862552737587,straight,0.5433459361021395,3.284069971523369,29.8014096098764,4.340724123867524,274.1799527699588,140.372056902978,12.70216321764288,37.22634047911095,1.3069094895970317
72.7371514666525,29.133250094744437,straight,0.6021034770293995,18.829845963450417,13.509344139694084,6.370341245627152,296.87703520449054,137.89127467000145,60.22698000340061,26.83313667200167,0.3174861182938513
67.24868545864886,26.575707373136567,straight,0.3969117781041924,5.762181245326582,8.37521527660433,6.445075044097362,184.0561008105542,199.39025995112567,130.39969588464675,38.39565656543379,1.4374218783846218
82.10438233021883,44.11230129067037,convex,0.4370018419684042,16.156424896260155,9.489275649495536,2.3233395752125774,357.290023826133,168.94612713528346,115.70197890634198,22.47255051207801,0.6905937269017857
64.02979958672739,52.787080111218366,concave,0.1310049044074649,7.030401899032177,7.740577881742995,8.16065453232165,387.1288502149321,152.14734112966607,199.42617319090672,22.092253365476587,1.7399214617674927
75.00143225072492,44.120554534583526,concave,0.531376978785971,16.197322921813615,24.73417973567276,8.47327175309659,258.6469062556915,51.61770814346241,54.90409825581488,22.333321257030395,1.517179725428914
81.34914804933157,52.51713621575748,straight,0.5174636323852797,15.415696482628734,18.15650151405274,0.9109720943732036,220.5414444945712,83.90978825042825,46.117420027075504,24.880426648720142,1.6433966385069052
70.2171114020548,48.37257179213934,convex,0.4082030322060873,3.3998520059341484,25.249078599073226,5.312236379738056,185.27472886394972,152.7603674279378,58.587414720427454,30.71136282280558,0.8942370786541125
58.51888391264857,59.02109316083608,straight,0.3267272194397359,9.8577202995038,18.1339288234892,9.041300509343532,293.19496786774744,84.80099788602661,63.62597329933659,36.3181553082319,0.0687128693442697
57.71706737951622,53.419446225731846,convex,0.7195588835614126,15.322926924522156,7.355364425175516,5.636710655584293,349.957831253225,163.787802920594,67.68326339065325,31.453188499648377,1.7856754464251028
73.54676150443633,59.84051133528993,concave,0.5204745460686436,8.075204579431103,13.432975048922062,7.954730732978826,52.61491494026666,94.22466061722623,185.0704172970081,27.517052716398247,0.0930072711561287
64.61834485359482,56.80455253290515,convex,0.5890271554381,18.669673535569952,2.562570664545759,3.329118437718095,228.84059363258825,169.63906303633186,66.2389423564503,29.739320232344337,0.8332086820119471
58.63376025825681,34.328761649722914,concave,0.6642367361307037,15.7874029573907,20.02722370050305,6.530967804729148,280.2860643591598,120.749241512889,40.76962608980848,23.86837679030084,1.1218431957580473
78.23327685593858,28.371510461204792,convex,0.3241762112591267,12.768016378747047,1.7125830371394324,3.849205445609136,278.9214311724983,62.67100212005524,161.0975504584171,30.148788243986854,0.0519778763661094
83.44332935842272,53.820432433622415,straight,0.7206688296565458,16.1563866870385,1.829499515218237,3.115956014469229,346.74462910858614,68.08829610352569,63.31803898325008,33.3214903813918,1.6823657159706618
67.77317723855727,27.3383153903546,straight,0.5377780352167694,4.519527759300029,19.938082942284,8.908358573975358,382.23192178794665,171.0821460060547,17.96748189557691,21.25109619577245,1.2046126229736085
54.1376517801881,41.73879479925453,concave,0.5131167164688955,16.4300367152467,15.817778204133043,9.786162131242213,322.41772221291063,104.9007680838944,10.807735753525538,37.222842382952784,0.7851961378614443
57.33915971005703,49.71286006339463,convex,0.3358015675232608,15.513297404168627,2.039533896468844,5.9676803152359,216.5317586878023,65.3075274756743,174.1255199207164,31.651777695211717,0.3680962555910656
80.32481142388951,54.37738331334204,concave,0.3452958002712647,9.97301531607058,20.961619200867315,3.909038035054664,187.36267401948703,38.37723232079807,25.86822656941168,30.18678870194133,0.3419745375418821
62.49602703895043,42.67224420041864,concave,0.7846240884661596,14.601613921702464,8.104669176938046,5.497676728883171,114.8458161146297,97.68792153608103,16.470166737252967,37.87967393628059,0.4192596225975102
73.23263901614561,49.90607298259911,straight,0.2169515594463987,4.394419365693931,22.087241607765844,4.852310532490111,284.77484855932926,118.09963121252316,87.16435371675387,21.23540506402357,1.5202968824057372
75.95695506081611,30.791842315694566,convex,0.1426802036916723,11.322812604766437,18.725885173923093,7.172215338337589,231.7199190560741,144.72714705697905,191.07977227798364,28.582257540039468,1.453330248891317
69.52241960795087,40.067966640257,concave,0.7432973141553424,8.19152395658962,5.482162543729122,0.2230038602065398,56.55516715902692,23.87875604995277,175.68207722508322,21.781081623373783,1.6988853181017354
76.0381202400437,26.991251394997352,straight,0.6664666501722768,2.3016293062291133,26.730870558337564,2.157075251468515,247.73630941854307,193.78478268099985,128.06117458013804,37.536225292442815,0.251750835294052
71.7941339332429,37.063676042175736,straight,0.3662409198746774,11.939839281682609,29.486802044531583,5.178689940858079,372.9994418341929,36.06089444294743,53.01226167713304,30.504292658470195,1.808855227401384
69.43202840598119,34.53615727997708,straight,0.4561885936913548,9.100363203366571,22.73952115515244,9.280201887640573,336.9197418593279,171.62646396842453,147.83685587456029,36.437697922055406,1.4343596690181522
51.90162121880164,27.06729256705221,concave,0.7923317898638064,13.671522910851593,10.585792286319927,5.195630401207354,125.87523541868696,129.28149434030223,130.047912006692,30.249851287846692,0.9396809147890388
54.03881247626211,59.1402386773076,straight,0.4669638265183019,15.622521405829966,17.067144615138304,6.950552896020934,234.61969444996652,85.59640594904415,136.69079324028317,33.12453024221308,1.4290730582277291
73.5162460259555,45.07210520259376,concave,0.5912988574554341,11.466578998098534,21.84522305686517,2.8848104223372784,256.0808990853984,47.74749222655118,120.06229308238407,32.91219787697946,0.9417242564019956
57.861546414534814,58.72088688182955,convex,0.3643619376211249,8.530525470789698,5.540941632341147,4.562616635142275,276.0097060755434,62.669526823483736,59.466133080534654,21.393956498384867,0.1454444967636676
53.98434377168105,51.57162618708419,straight,0.2774285413009644,6.019582878460015,14.16798140396936,7.417759886449325,181.7696322053152,78.63050721167801,151.76016971753364,20.64865277182946,1.3322816089737268
52.28747192796298,25.0720719650704,straight,0.280579587761159,6.163245947689987,17.690540642054515,8.420627269455057,189.35171470697543,71.29500496371304,0.8833472579754753,30.31676061541473,1.4751649340963826
71.1509543784112,30.20014610004303,straight,0.1628580862510022,2.491836798024634,6.740745488089294,2.1185130089972715,239.78940689581776,37.28370596854254,20.29145150293228,34.34122482514084,0.015477968182842
76.39868908887283,50.900903670501776,convex,0.1100299188166114,19.829012161774056,14.23566497340438,2.4478106097317456,264.5552752734784,114.35981517903856,164.10723345431114,36.81492135521047,0.8944729853082143
52.28216069411722,50.604263665325234,straight,0.472456399478028,13.532806001034896,9.375888627850884,0.6646190268272756,170.28841601020306,24.287271524132343,73.04949037524217,38.55869943173751,1.0874145634502677
74.74417706095007,33.45801407270041,concave,0.7814550285014986,16.761888003574207,28.08531833719416,1.2924584747452283,258.5335996555329,49.18338597560921,31.638467278173582,25.594186552020272,0.326311292640828
65.5415312220771,44.31051074973698,convex,0.3752985689949537,11.366243616409369,25.84816597767944,8.92191705251062,111.93456874949528,97.51615916939392,86.46042352480899,28.55134835612292,0.5071239975386734
84.45407632462432,29.93149918523384,concave,0.1668749265531514,14.000545305449032,14.509874708183103,5.26551662897563,106.8951039459783,31.319766921854917,106.48419373371637,37.895553691465565,0.8498113505119096
50.00040721643781,30.76479010552041,convex,0.6524264567075205,6.930637041602159,22.9571138660326,1.5448802478958623,389.4381682485516,185.95315770371104,72.06343840516847,29.644260207436623,0.573247082846996
70.07471480093486,33.005317136010575,convex,0.3259153590514259,1.271838415885819,21.949014948271405,8.02073776674791,134.86260682683553,184.34783996306132,14.752776846586247,38.76308678549708,0.6651108459688482
69.12604896048435,45.7420849194967,concave,0.5567495664264198,2.863318028220734,13.541965172042024,8.021408005167267,54.11550970347879,142.25061426739202,105.70724126620152,32.09445528070562,1.8976850896013264
56.841030012894,44.25639106975201,convex,0.4096640173411486,18.997328227758803,15.548591108807164,7.460480868905556,103.38621721474516,167.67111582956824,35.73129502396242,36.920873085028745,0.3801921308971989
68.8307946877366,35.510573141189994,concave,0.6929407336101865,1.0234559674548822,19.105632803055272,7.2672919109996705,128.5913693753017,166.09877761116508,177.2326605343394,21.59113280404174,0.8721887842297944
53.53423373862164,37.05624225967891,convex,0.3032526389657367,3.1100855213003302,10.598558552219652,0.1041098661251582,390.1090443110384,83.9366304090943,139.9852115926235,30.836797827580547,1.168116628973214
80.72910121557743,52.30809476176228,convex,0.3775328001063713,1.884780818768078,18.07333699282375,8.751166929110733,222.3677502322356,29.068674055757104,47.31287636346189,37.051986435310056,1.55429619238253
51.0896929009579,26.97993945591821,concave,0.6940394591046848,12.70269037227676,4.255997584854168,2.9905411054065247,116.32397045393498,96.47537843711508,141.26611744383263,28.814121923615232,0.8905613274604813
67.10963030899221,55.26541396701643,convex,0.2924099996645072,9.096781757329536,9.242279879689924,7.841967786883814,269.48363885725223,75.85189179617453,48.89852620643753,35.75305953362221,1.9717898741059532
64.33848686815975,27.79175210575707,straight,0.571179311616968,17.908647526581625,14.755173130570215,2.7178348709654223,211.4827887555691,141.94247722657695,35.84095196827337,21.78081610200582,1.726185572653845
69.16573316538077,46.82909301770403,straight,0.6262835977417558,7.016787094187107,11.152833636684877,7.273068963377433,50.69832980226959,60.136701406021416,40.817037926645085,37.37152824808257,0.9230915264665708
55.88049727107022,20.23458911548645,straight,0.7434779725684181,6.161019809641063,21.01738997573464,4.960481517161012,356.0678972596193,40.0628804373723,154.02524019961805,22.5177806502837,1.764702681301827
61.38656157671425,33.880093416487995,concave,0.7136756630958283,15.748276004568432,28.99972311877589,0.3124661896933745,171.96216643546794,33.17513803730661,159.96828729986547,32.26445756610815,1.99898596378316
52.55156423787663,48.8246516265486,concave,0.4934448700412002,1.2846152019623327,24.41484070241139,9.987190720598424,71.30827209960538,76.97677129721824,35.950109950794484,30.59332052119048,1.721715822445156
79.94937638372,43.44941995123047,convex,0.700431270464978,9.604560107117514,5.680933430261562,4.5480668768265975,345.23184519787634,148.5609042352742,151.15554649594193,37.947220427218674,1.4741349126990748
83.621944142962,33.67737974298906,convex,0.4268455242946006,19.97988984080061,11.47298903942248,8.350034138549418,143.240099956542,58.273283086576456,122.63541410873782,39.76781474613179,1.3242375252589609
53.4011772819769,55.109976194505,straight,0.7339032412975981,8.236855817599224,18.98586830440888,1.1151982446199749,241.437216353053,49.82202196776306,197.3441258094344,36.24984718461028,1.7352102121048665
60.26580137731976,53.63140287756458,concave,0.7806055088856332,3.148677489685732,18.762307559970232,7.03344995945146,97.60261113868512,21.200158127228654,21.61334795001441,25.934729729583932,1.9838633932062235
