slope_angle,slope_height,slope_curvature,joint_density,crack_length,vegetation_cover,displacement_mm,strain_micro,pore_pressure_kPa,rainfall_mm,temperature_C,vibration_mmps,risk_level
63.10890415965768,35.74542081109769,straight,0.5561052495861765,2.619565658126925,25.67627339757781,5.892730306240457,160.45397512653085,146.8055810342173,103.46161855884661,39.49542227946498,0.4732045089202368,Medium
83.27500072434707,38.937426375000854,convex,0.6825832394707367,6.96157254948033,3.199581522837901,8.865286494339756,153.89178390388025,128.74490860761762,147.54196216742977,24.78667296742851,1.772681026193525,High
75.61978796339918,54.18189572808721,concave,0.42152295356904246,13.499097539505815,16.732632010343785,4.185172232650976,236.0254439702348,143.33779138034214,175.82279884979783,37.38315828436497,1.5653086688205031,High
70.95304694689628,33.60017544239568,convex,0.5756551274498677,8.00188175229474,24.262529095320986,6.6893282443540345,156.96981542351628,36.089690638062145,158.60228949926767,27.579554151201904,1.3346032727275405,Medium
55.46065241548528,54.78598739248685,straight,0.5563197967180967,11.434354245013157,3.8464946463716485,6.159342862763381,377.011823106016,94.23114433647878,138.34598555873796,33.67872983599169,0.4142252908086872,Medium
55.45980821176709,23.52537723906766,straight,0.12706589329331267,15.14179434782871,2.9856722452222995,3.770431368545161,183.92112261608136,129.27375030818277,140.36443911132932,29.082594263076835,0.40962405485436637,Medium
52.032926425886984,51.07193748834523,straight,0.2283914066230435,8.761092091945923,24.508259960100627,5.652712071472329,126.93481207108545,176.16133188295626,32.21969672730509,27.08325503505608,0.9827104385530543,Medium
80.31616510212274,53.90190532218946,straight,0.7254710012726909,19.994201796052703,23.902081166736682,2.10212033898861,101.08769628794278,148.64372292822222,190.13439799244512,32.28610101890612,1.0618416537807287,High
71.0390254110123,27.27270611349355,convex,0.7572245031555136,6.6610359444745475,13.460794108904038,5.461072586951875,271.09786768746403,65.50530799874862,41.13285477770765,30.722128322255607,0.5121906294642518,Medium
74.7825402228616,37.21386129488802,concave,0.6463077479378242,19.586718685579726,3.2913350658019445,7.988295904903792,164.33156558761556,197.28673218036315,69.7904329033212,24.648648139259084,0.24674080169117674,High
50.72045730035308,26.619990986546224,convex,0.7448737038293863,4.857563639429165,15.48369471950855,7.589477695912663,116.07819140467114,135.74658634762778,103.59730285859676,26.72483597783398,0.7264074297466965,Low
83.9468448256698,48.26416515976871,concave,0.31430405564300234,3.1077031220215057,11.844096000139984,3.5795454980707166,146.53543362224764,110.23699125684233,25.236156205453163,20.687535772814524,0.8581664382442349,Medium
79.13549242801476,41.41391072246627,straight,0.27339768024533295,15.26578187679299,15.55642293132038,1.1208521590650877,157.75855057115857,160.64818644978118,118.71516725978792,23.871672573687547,0.1050835580070042,Medium
57.43186887373967,45.41293386833284,concave,0.36901013129236404,14.343883476372763,13.196856060767479,7.99942565039866,269.0417148361605,128.48607280549103,36.535704174946694,26.71666018973246,1.129279680454812,Medium
56.363873852248524,27.859478678248447,straight,0.138739398985317,16.412217597606823,17.055432401726673,2.650390894945228,111.13852508926067,147.79793831034226,184.67354404763213,39.442426192148,0.00402133356735912,Medium
56.419157844870185,28.46983448209678,convex,0.6669101333289295,7.528218012932793,21.81389155539882,0.5304376721206772,306.4813177905028,131.08398306471184,177.73522672277235,30.54177869531254,0.3023459078803419,Low
60.64847850358382,21.659893020396254,concave,0.7889228395805541,18.68534542320669,23.245797109525757,4.451929602160028,156.708793827762,52.19084436172153,108.88508563466527,34.01592445267224,0.29391919467273286,Medium
68.36647510712832,32.88270140782919,convex,0.6768205047056269,3.270147139088498,19.469465947135323,7.394705295465476,220.90835672112306,117.80409095077326,89.89526408220993,33.47200732526401,1.375109188995236,Medium
65.11807565247405,42.389786453347,straight,0.4884827343967837,1.575264925291397,5.968218451391781,8.084933404891876,279.19365345348547,70.95820762820966,20.520382426038687,39.617758577185946,0.9717834708155126,Medium
60.19301990693147,54.317396559893155,convex,0.30669737933806485,6.710713817127459,11.913690768153574,9.822021492219339,240.2670375181694,122.65192013772548,164.66003962232904,31.113305586577134,1.6720726182813996,Medium
71.41485131528329,46.67709789834723,straight,0.23838852198050645,16.14916480460476,2.136720862071649,1.8940768403012354,281.7817396842403,42.59063787737625,75.87401972947312,31.70988854596439,0.5296972883320268,Medium
54.882285122821465,37.41585293599006,straight,0.354844010257662,13.786663838199315,13.550211842255145,2.9379485046053277,162.90842634225442,61.75383655532458,49.264806822374,26.00140353407231,0.42114875827925924,Low
60.225062698732636,58.12480457576551,straight,0.5668786706837444,9.287966520229839,29.110182381745535,6.094904984794972,387.2074717427501,165.57006682086063,199.05960380205394,32.52235671930903,1.6057901812433053,Medium
62.82266451527921,48.76980802303328,convex,0.41294308887857656,5.868818669692374,19.25192122773032,8.113436971160247,210.64640256312703,92.94869785522963,133.65948246541936,35.15448843902532,0.8884081710107903,Medium
65.96244944759626,57.206608114502004,convex,0.7538418740591403,2.126182948591567,4.638375439904907,2.3407502124249238,162.6767634294346,141.28127941608972,14.772521671492633,22.06506761336811,0.548461267142478,Medium
77.48115864875547,41.10351893088662,concave,0.6979542400760128,7.412605990501978,8.057329793262976,4.099144503737592,153.73788643316215,109.61272839194218,160.25914086677264,29.602494588627895,0.8365195931769356,Medium
56.98858237554259,30.356170991725584,concave,0.17168043117402929,9.740375587340242,1.9372093890764042,4.084006684524921,64.94323937982688,81.32550330385946,150.08045853105108,28.43800407691826,0.8505470495281382,Low
67.9982053444764,22.11306745458888,convex,0.19206765671999698,14.0534529233529,5.472416704558979,7.729367330983211,289.6820541578452,109.13154507489256,80.24005112329658,22.271689994793437,1.144215315915861,Medium
70.73450991017148,49.04339405935402,convex,0.5733674297100776,13.27346714398219,14.635249304333334,2.4093220567892137,141.8803470003897,166.46602638005027,24.737851560762802,26.82575575384758,0.07533266032789565,Medium
51.62576444519992,24.852119920221366,convex,0.26153787298624803,18.99955315570568,10.345691442858982,9.687585546959276,385.6255722129019,70.68811947754102,99.48897964975592,30.703572803192014,0.495898076664427,Medium
